name,year_period,year,recclass,continent,country,mass_cleaned,mass_bin,recclass_clean,fall,reclat,reclong
Grove Mountains 051914,21st Century,2006.0,L5,Antarctica,Antarctica,3.25,1-10g,L5,Found,-72.78028,75.31833
Grove Mountains 051924,21st Century,2006.0,L4,Antarctica,Antarctica,73.47,10-100g,L4,Found,-72.78167,75.31778
Grove Mountains 051925,21st Century,2006.0,L6,Antarctica,Antarctica,71.65,10-100g,L6,Found,-72.780833,75.319167
Grove Mountains 051926,21st Century,2006.0,L6,Antarctica,Antarctica,51.5,10-100g,L6,Found,-72.978611,75.255
Grove Mountains 051927,21st Century,2006.0,L5,Antarctica,Antarctica,51.75,10-100g,L5,Found,-72.777778,75.322778
Grove Mountains 051931,21st Century,2006.0,L5,Antarctica,Antarctica,44.85,10-100g,L5,Found,-72.77944,75.32389
Grove Mountains 051932,21st Century,2006.0,L6,Antarctica,Antarctica,46.15,10-100g,L6,Found,-72.780278,75.328333
Grove Mountains 051934,21st Century,2006.0,L5,Antarctica,Antarctica,21.9,10-100g,L5,Found,-72.78,75.3275
Grove Mountains 051938,21st Century,2006.0,L6,Antarctica,Antarctica,11.97,10-100g,L6,Found,-72.780278,75.323333
Grove Mountains 051942,21st Century,2006.0,L5,Antarctica,Antarctica,5.11,1-10g,L5,Found,-72.77889,75.31556
Grove Mountains 051946,21st Century,2006.0,L5,Antarctica,Antarctica,0.5,<1g,L5,Found,-72.77917,75.305
Grove Mountains 051951,21st Century,2006.0,H4,Antarctica,Antarctica,8.32,1-10g,H4,Found,-72.77722,75.32972
Grove Mountains 051956,21st Century,2006.0,L6,Antarctica,Antarctica,4.94,1-10g,L6,Found,-72.78167,75.30056
Grove Mountains 051957,21st Century,2006.0,L6,Antarctica,Antarctica,2.92,1-10g,L6,Found,-72.78139,75.30167
Grove Mountains 051959,21st Century,2006.0,H5,Antarctica,Antarctica,2.41,1-10g,H5,Found,-72.78139,75.30194
Grove Mountains 051962,21st Century,2006.0,L6,Antarctica,Antarctica,66.53,10-100g,L6,Found,-72.77833,75.3175
Grove Mountains 051971,21st Century,2006.0,L6,Antarctica,Antarctica,44.91,10-100g,L6,Found,-72.78194,75.29944
Grove Mountains 051976,21st Century,2006.0,L6,Antarctica,Antarctica,3.26,1-10g,L6,Found,-72.78222,75.29944
Grove Mountains 051977,21st Century,2006.0,L6,Antarctica,Antarctica,1.74,1-10g,L6,Found,-72.78222,75.29944
Grove Mountains 051981,21st Century,2006.0,L6,Antarctica,Antarctica,52.86,10-100g,L6,Found,-72.978333,75.257222
Grove Mountains 051985,21st Century,2006.0,L6,Antarctica,Antarctica,27.92,10-100g,L6,Found,-72.77917,75.32167
Grove Mountains 051986,21st Century,2006.0,L6,Antarctica,Antarctica,11.46,10-100g,L6,Found,-72.78139,75.30333
Grove Mountains 051990,21st Century,2006.0,L6,Antarctica,Antarctica,2.24,1-10g,L6,Found,-72.780833,75.305278
Grove Mountains 051992,21st Century,2006.0,L6,Antarctica,Antarctica,1.29,1-10g,L6,Found,-72.780833,75.305278
Grove Mountains 052000,21st Century,2006.0,H6,Antarctica,Antarctica,5.12,1-10g,H6,Found,-72.78194,75.29944
Grove Mountains 052003,21st Century,2006.0,L5,Antarctica,Antarctica,75.59999999999998,10-100g,L5,Found,-72.977222,75.258611
Grove Mountains 052006,21st Century,2006.0,L6 ,Antarctica,Antarctica,48.41,10-100g,L6,Found,-72.77889,75.31833
Grove Mountains 052007,21st Century,2006.0,L5,Antarctica,Antarctica,50.1,10-100g,L5,Found,-72.77889,75.31889
Grove Mountains 052011,21st Century,2006.0,L5,Antarctica,Antarctica,22.72,10-100g,L5,Found,-72.77889,75.31889
Grove Mountains 052013,21st Century,2006.0,L6,Antarctica,Antarctica,15.43,10-100g,L6,Found,-72.77889,75.31889
Grove Mountains 052016,21st Century,2006.0,L6,Antarctica,Antarctica,1.32,1-10g,L6,Found,-72.77889,75.31861
Grove Mountains 052021,21st Century,2006.0,L6,Antarctica,Antarctica,69.2,10-100g,L6,Found,-72.78194,75.29944
Grove Mountains 052022,21st Century,2006.0,L5,Antarctica,Antarctica,74.48,10-100g,L5,Found,-72.781944,75.299444
Grove Mountains 052023,21st Century,2006.0,L6,Antarctica,Antarctica,40.46,10-100g,L6,Found,-72.78194,75.29944
Grove Mountains 052025,21st Century,2006.0,L6,Antarctica,Antarctica,28.23,10-100g,L6,Found,-72.781944,75.299444
Grove Mountains 052026,21st Century,2006.0,L6,Antarctica,Antarctica,21.47,10-100g,L6,Found,-72.78167,75.29944
Grove Mountains 052027,21st Century,2006.0,L6,Antarctica,Antarctica,15.64,10-100g,L6,Found,-72.78194,75.29944
Grove Mountains 052032,21st Century,2006.0,L6,Antarctica,Antarctica,312.0,100-1kg,L6,Found,-72.77833,75.31806
Grove Mountains 052033,21st Century,2006.0,L5,Antarctica,Antarctica,294.0,100-1kg,L5,Found,-72.77833,75.31778
Grove Mountains 052034,21st Century,2006.0,L6,Antarctica,Antarctica,204.4,100-1kg,L6,Found,-72.77833,75.31806
Grove Mountains 052037,21st Century,2006.0,L5,Antarctica,Antarctica,31.74,10-100g,L5,Found,-72.778333,75.317778
Grove Mountains 052038,21st Century,2006.0,L6,Antarctica,Antarctica,31.6,10-100g,L6,Found,-72.778333,75.318056
Grove Mountains 052039,21st Century,2006.0,L6 ,Antarctica,Antarctica,29.87,10-100g,L6,Found,-72.77833,75.31806
Grove Mountains 052040,21st Century,2006.0,L5,Antarctica,Antarctica,20.55,10-100g,L5,Found,-72.77833,75.31806
Grove Mountains 052041,21st Century,2006.0,L5,Antarctica,Antarctica,11.52,10-100g,L5,Found,-72.77833,75.31806
Grove Mountains 052042,21st Century,2006.0,L6,Antarctica,Antarctica,12.76,10-100g,L6,Found,-72.977778,75.257778
Grove Mountains 052044,21st Century,2006.0,L6 ,Antarctica,Antarctica,6.43,1-10g,L6,Found,-72.77833,75.31806
Grove Mountains 052046,21st Century,2006.0,L6,Antarctica,Antarctica,3.84,1-10g,L6,Found,-72.77833,75.31806
Grove Mountains 052049,21st Century,2006.0,L5,Antarctica,Antarctica,96.7,10-100g,L5,Found,-72.77306,75.33556
Grove Mountains 052051,21st Century,2006.0,L5,Antarctica,Antarctica,2.24,1-10g,L5,Found,-72.77361,75.33556
Grove Mountains 052055,21st Century,2006.0,H5,Antarctica,Antarctica,1.69,1-10g,H5,Found,-72.77417,75.33611
Grove Mountains 052059,21st Century,2006.0,H5,Antarctica,Antarctica,0.82,<1g,H5,Found,-72.774722,75.336667
Grove Mountains 052073,21st Century,2006.0,L6,Antarctica,Antarctica,242.0,100-1kg,L6,Found,-72.775278,75.3375
Grove Mountains 052074,21st Century,2006.0,L6,Antarctica,Antarctica,135.4,100-1kg,L6,Found,-72.77528,75.33806
Grove Mountains 052075,21st Century,2006.0,L5,Antarctica,Antarctica,78.11,10-100g,L5,Found,-72.77444,75.34111
Grove Mountains 052076,21st Century,2006.0,L4,Antarctica,Antarctica,20.79,10-100g,L4,Found,-72.77556,75.33611
Grove Mountains 052078,21st Century,2006.0,H6,Antarctica,Antarctica,0.76,<1g,H6,Found,-72.976944,75.256944
Grove Mountains 052079,21st Century,2006.0,H5,Antarctica,Antarctica,30.76,10-100g,H5,Found,-72.77264,75.3422
Grove Mountains 052080,21st Century,2006.0,L3,Antarctica,Antarctica,49.43,10-100g,L3,Found,-72.77583,75.33972
Grove Mountains 052081,21st Century,2006.0,L6,Antarctica,Antarctica,29.65,10-100g,L6,Found,-72.77306,75.34222
Grove Mountains 052082,21st Century,2006.0,L6,Antarctica,Antarctica,20.35,10-100g,L6,Found,-72.77139,75.34111
Grove Mountains 052085,21st Century,2006.0,H5,Antarctica,Antarctica,1.38,1-10g,H5,Found,-72.77528,75.34194
Grove Mountains 052090,21st Century,2006.0,H5,Antarctica,Antarctica,0.71,<1g,H5,Found,-72.977778,75.261667
Grove Mountains 052098,21st Century,2006.0,H6,Antarctica,Antarctica,0.84,<1g,H6,Found,-72.775,75.339722
Grove Mountains 052104,21st Century,2006.0,L6,Antarctica,Antarctica,116.38,100-1kg,L6,Found,-72.77917,75.31583
Grove Mountains 052105,21st Century,2006.0,L6,Antarctica,Antarctica,6.85,1-10g,L6,Found,-72.78028,75.33083
Grove Mountains 052106,21st Century,2006.0,L6 ,Antarctica,Antarctica,4.02,1-10g,L6,Found,-72.78,75.31917
Grove Mountains 052108,21st Century,2006.0,L5,Antarctica,Antarctica,2.81,1-10g,L5,Found,-72.78028,75.32722
Grove Mountains 052110,21st Century,2006.0,L6,Antarctica,Antarctica,2.26,1-10g,L6,Found,-72.78,75.323611
Grove Mountains 052113,21st Century,2006.0,L5,Antarctica,Antarctica,0.77,<1g,L5,Found,-72.778889,75.326944
Grove Mountains 052115,21st Century,2006.0,L6,Antarctica,Antarctica,440.0,100-1kg,L6,Found,-72.772222,75.336111
Grove Mountains 052116,21st Century,2006.0,L6,Antarctica,Antarctica,336.0,100-1kg,L6,Found,-72.77472,75.32361
Grove Mountains 052119,21st Century,2006.0,L6,Antarctica,Antarctica,94.91,10-100g,L6,Found,-72.77417,75.31611
Grove Mountains 052120,21st Century,2006.0,L6 ,Antarctica,Antarctica,70.43,10-100g,L6,Found,-72.77667,75.32278
Grove Mountains 052121,21st Century,2006.0,L6 ,Antarctica,Antarctica,73.88,10-100g,L6,Found,-72.9775,75.255278
Grove Mountains 052123,21st Century,2006.0,L6,Antarctica,Antarctica,49.73,10-100g,L6,Found,-72.7735,75.3287
Grove Mountains 052126,21st Century,2006.0,L6,Antarctica,Antarctica,17.07,10-100g,L6,Found,-72.77611,75.32639
Grove Mountains 052127,21st Century,2006.0,L6,Antarctica,Antarctica,20.26,10-100g,L6,Found,-72.773333,75.34
Grove Mountains 052128,21st Century,2006.0,L6,Antarctica,Antarctica,26.76,10-100g,L6,Found,-72.77352,75.3438
Grove Mountains 052131,21st Century,2006.0,L6,Antarctica,Antarctica,12.47,10-100g,L6,Found,-72.77168,75.33
Grove Mountains 052132,21st Century,2006.0,L6,Antarctica,Antarctica,16.86,10-100g,L6,Found,-72.77333,75.32583
Grove Mountains 052133,21st Century,2006.0,L6,Antarctica,Antarctica,9.35,1-10g,L6,Found,-72.775278,75.318056
Grove Mountains 052134,21st Century,2006.0,L6,Antarctica,Antarctica,11.83,10-100g,L6,Found,-72.77278,75.32944
Grove Mountains 052135,21st Century,2006.0,L6 ,Antarctica,Antarctica,12.74,10-100g,L6,Found,-72.976389,75.267222
Grove Mountains 052136,21st Century,2006.0,H5,Antarctica,Antarctica,2.21,1-10g,H5,Found,-72.775,75.33528
Grove Mountains 052140,21st Century,2006.0,H4,Antarctica,Antarctica,0.77,<1g,H4,Found,-72.775,75.335278
Grove Mountains 052141,21st Century,2006.0,H5,Antarctica,Antarctica,0.82,<1g,H5,Found,-72.775,75.335278
Grove Mountains 052145,21st Century,2006.0,H4,Antarctica,Antarctica,0.7,<1g,H4,Found,-72.775,75.335278
Grove Mountains 052156,21st Century,2006.0,L6,Antarctica,Antarctica,4.27,1-10g,L6,Found,-72.77194,75.34472
Grove Mountains 052159,21st Century,2006.0,L6,Antarctica,Antarctica,1.2,1-10g,L6,Found,-72.771944,75.344722
Grove Mountains 052160,21st Century,2006.0,H5,Antarctica,Antarctica,1.3,1-10g,H5,Found,-72.9775,75.265278
Grove Mountains 052163,21st Century,2006.0,H5,Antarctica,Antarctica,0.77,<1g,H5,Found,-72.771944,75.344722
Grove Mountains 052167,21st Century,2006.0,H6,Antarctica,Antarctica,0.5,<1g,H6,Found,-72.77194,75.34472
Grove Mountains 052173,21st Century,2006.0,H6,Antarctica,Antarctica,7.76,1-10g,H6,Found,-72.77306,75.33806
Grove Mountains 052174,21st Century,2006.0,L6,Antarctica,Antarctica,5.25,1-10g,L6,Found,-72.77306,75.33806
Grove Mountains 052175,21st Century,2006.0,L6,Antarctica,Antarctica,4.37,1-10g,L6,Found,-72.77306,75.33806
Grove Mountains 052179,21st Century,2006.0,H5 ,Antarctica,Antarctica,1.78,1-10g,H5,Found,-72.77306,75.33806
Grove Mountains 052183,21st Century,2006.0,L6,Antarctica,Antarctica,1.84,1-10g,L6,Found,-72.773056,75.338056
Grove Mountains 052185,21st Century,2006.0,L6,Antarctica,Antarctica,1.39,1-10g,L6,Found,-72.77299,75.3382
Grove Mountains 052187,21st Century,2006.0,L5,Antarctica,Antarctica,1.81,1-10g,L5,Found,-72.77306,75.33806
Grove Mountains 052189,21st Century,2006.0,H5,Antarctica,Antarctica,1.57,1-10g,H5,Found,-72.77306,75.33806
Grove Mountains 052191,21st Century,2006.0,H3,Antarctica,Antarctica,1.19,1-10g,H3,Found,-72.9775,75.265833
Grove Mountains 052204,21st Century,2006.0,H5,Antarctica,Antarctica,0.51,<1g,H5,Found,-72.77306,75.33806
Grove Mountains 052207,21st Century,2006.0,L5,Antarctica,Antarctica,5.13,1-10g,L5,Found,-72.7725,75.34667
Grove Mountains 052211,21st Century,2006.0,L5,Antarctica,Antarctica,2.21,1-10g,L5,Found,-72.7725,75.34667
Grove Mountains 052214,21st Century,2006.0,L4,Antarctica,Antarctica,1.76,1-10g,L4,Found,-72.7725,75.346667
Grove Mountains 052215,21st Century,2006.0,L6,Antarctica,Antarctica,2.23,1-10g,L6,Found,-72.7725,75.34667
Grove Mountains 052216,21st Century,2006.0,L6,Antarctica,Antarctica,0.95,<1g,L6,Found,-72.7725,75.346667
Grove Mountains 052222,21st Century,2006.0,L5,Antarctica,Antarctica,0.76,<1g,L5,Found,-72.771111,75.338056
Grove Mountains 052232,21st Century,2006.0,L6,Antarctica,Antarctica,0.51,<1g,L6,Found,-72.77111,75.33806
Grove Mountains 052243,21st Century,2006.0,L6,Antarctica,Antarctica,438.0,100-1kg,L6,Found,-72.783056,75.300278
Grove Mountains 052244,21st Century,2006.0,L6,Antarctica,Antarctica,414.0,100-1kg,L6,Found,-72.77917,75.31361
Grove Mountains 052246,21st Century,2006.0,L5,Antarctica,Antarctica,57.39,10-100g,L5,Found,-72.77917,75.32306
Grove Mountains 052248,21st Century,2006.0,L5,Antarctica,Antarctica,28.46,10-100g,L5,Found,-72.77611,75.32306
Grove Mountains 052250,21st Century,2006.0,L5,Antarctica,Antarctica,8.68,1-10g,L5,Found,-72.976944,75.2675
Grove Mountains 052253,21st Century,2006.0,H4,Antarctica,Antarctica,2.36,1-10g,H4,Found,-72.77611,75.32583
Grove Mountains 052254,21st Century,2006.0,L6,Antarctica,Antarctica,1.41,1-10g,L6,Found,-72.77639,75.30972
Grove Mountains 052256,21st Century,2006.0,H4,Antarctica,Antarctica,1.55,1-10g,H4,Found,-72.77833,75.32167
Grove Mountains 052259,21st Century,2006.0,L6,Antarctica,Antarctica,29.0,10-100g,L6,Found,-72.776111,75.334444
Grove Mountains 052260,21st Century,2006.0,L6,Antarctica,Antarctica,21.69,10-100g,L6,Found,-72.77611,75.33444
Grove Mountains 052263,21st Century,2006.0,L6,Antarctica,Antarctica,8.15,1-10g,L6,Found,-72.77611,75.33444
Grove Mountains 052265,21st Century,2006.0,H4,Antarctica,Antarctica,2.26,1-10g,H4,Found,-72.776111,75.334444
Grove Mountains 052267,21st Century,2006.0,L6 ,Antarctica,Antarctica,1.28,1-10g,L6,Found,-72.77611,75.33444
Grove Mountains 052270,21st Century,2006.0,L6,Antarctica,Antarctica,3.38,1-10g,L6,Found,-72.77806,75.32833
Grove Mountains 052271,21st Century,2006.0,H4,Antarctica,Antarctica,2.98,1-10g,H4,Found,-72.977778,75.265556
Grove Mountains 052272,21st Century,2006.0,L5,Antarctica,Antarctica,1.83,1-10g,L5,Found,-72.778056,75.320556
Grove Mountains 052284,21st Century,2006.0,L6,Antarctica,Antarctica,9.51,1-10g,L6,Found,-72.776389,75.322222
Grove Mountains 052286,21st Century,2006.0,L5,Antarctica,Antarctica,6.81,1-10g,L5,Found,-72.77778,75.30056
Grove Mountains 052288,21st Century,2006.0,H4,Antarctica,Antarctica,8.61,1-10g,H4,Found,-72.778889,75.324722
Grove Mountains 052290,21st Century,2006.0,L6,Antarctica,Antarctica,2.93,1-10g,L6,Found,-72.77611,75.32861
Grove Mountains 052292,21st Century,2006.0,L5,Antarctica,Antarctica,65.66,10-100g,L5,Found,-72.77667,75.32194
Grove Mountains 052293,21st Century,2006.0,L4,Antarctica,Antarctica,44.82,10-100g,L4,Found,-72.77944,75.31611
Grove Mountains 052295,21st Century,2006.0,L5,Antarctica,Antarctica,1.43,1-10g,L5,Found,-72.77972,75.31444
Grove Mountains 052298,21st Century,2006.0,L5,Antarctica,Antarctica,1.27,1-10g,L5,Found,-72.77611,75.32694
Grove Mountains 052299,21st Century,2006.0,L5,Antarctica,Antarctica,1.76,1-10g,L5,Found,-72.782222,75.311667
Grove Mountains 052300,21st Century,2006.0,H6,Antarctica,Antarctica,1.32,1-10g,H6,Found,-72.77667,75.31306
Grove Mountains 052301,21st Century,2006.0,L6,Antarctica,Antarctica,1.16,1-10g,L6,Found,-72.979722,75.263333
Grove Mountains 052302,21st Century,2006.0,H5,Antarctica,Antarctica,49.93,10-100g,H5,Found,-72.77722,75.30806
Grove Mountains 052303,21st Century,2006.0,L6,Antarctica,Antarctica,15.33,10-100g,L6,Found,-72.78111,75.32833
Grove Mountains 052305,21st Century,2006.0,L6,Antarctica,Antarctica,9.36,1-10g,L6,Found,-72.781667,75.323889
Grove Mountains 052306,21st Century,2006.0,L5,Antarctica,Antarctica,4.1,1-10g,L5,Found,-72.78083,75.31556
Grove Mountains 052308,21st Century,2006.0,H4,Antarctica,Antarctica,2.13,1-10g,H4,Found,-72.77861,75.31389
Grove Mountains 052311,21st Century,2006.0,H5,Antarctica,Antarctica,2.99,1-10g,H5,Found,-72.7825,75.325
Grove Mountains 052314,21st Century,2006.0,H5,Antarctica,Antarctica,46.18,10-100g,H5,Found,-72.979722,75.263611
Grove Mountains 052315,21st Century,2006.0,L6,Antarctica,Antarctica,30.67,10-100g,L6,Found,-72.78,75.32833
Grove Mountains 052317,21st Century,2006.0,L5,Antarctica,Antarctica,12.57,10-100g,L5,Found,-72.78,75.31972
Grove Mountains 052318,21st Century,2006.0,L5,Antarctica,Antarctica,12.6,10-100g,L5,Found,-72.78,75.31972
Grove Mountains 052319,21st Century,2006.0,L5,Antarctica,Antarctica,21.18,10-100g,L5,Found,-72.78,75.31972
Grove Mountains 052320,21st Century,2006.0,H5,Antarctica,Antarctica,22.1,10-100g,H5,Found,-72.7775,75.326667
Grove Mountains 052321,21st Century,2006.0,L5,Antarctica,Antarctica,5.25,1-10g,L5,Found,-72.77889,75.30972
Grove Mountains 052328,21st Century,2006.0,L6,Antarctica,Antarctica,1.39,1-10g,L6,Found,-72.77889,75.30972
Grove Mountains 052334,21st Century,2006.0,L5,Antarctica,Antarctica,0.82,<1g,L5,Found,-72.778889,75.309722
Grove Mountains 052338,21st Century,2006.0,H5,Antarctica,Antarctica,0.51,<1g,H5,Found,-72.77889,75.30972
Grove Mountains 052342,21st Century,2006.0,H5,Antarctica,Antarctica,1.15,1-10g,H5,Found,-72.78083,75.31
Grove Mountains 052343,21st Century,2006.0,H4,Antarctica,Antarctica,0.82,<1g,H4,Found,-72.780833,75.31
Grove Mountains 052345,21st Century,2006.0,H5,Antarctica,Antarctica,2.96,1-10g,H5,Found,-72.78222,75.32167
Grove Mountains 052346,21st Century,2006.0,H3,Antarctica,Antarctica,1.75,1-10g,H3,Found,-72.78222,75.32167
Grove Mountains 052348,21st Century,2006.0,H4,Antarctica,Antarctica,0.77,<1g,H4,Found,-72.782222,75.321667
Grove Mountains 052351,21st Century,2006.0,H5,Antarctica,Antarctica,0.74,<1g,H5,Found,-72.978056,75.260278
Grove Mountains 052356,21st Century,2006.0,LL6,Antarctica,Antarctica,0.74,<1g,L6,Found,-72.783056,75.318333
Grove Mountains 052357,21st Century,2006.0,L6,Antarctica,Antarctica,2.79,1-10g,L6,Found,-72.78278,75.29889
Grove Mountains 052358,21st Century,2006.0,L6,Antarctica,Antarctica,6.66,1-10g,L6,Found,-72.78278,75.29889
Grove Mountains 052359,21st Century,2006.0,L5,Antarctica,Antarctica,2.85,1-10g,L5,Found,-72.78278,75.29889
Grove Mountains 052360,21st Century,2006.0,L6 ,Antarctica,Antarctica,2.42,1-10g,L6,Found,-72.78278,75.29889
Grove Mountains 052361,21st Century,2006.0,L6,Antarctica,Antarctica,2.6,1-10g,L6,Found,-72.782778,75.298889
Grove Mountains 052362,21st Century,2006.0,L6 ,Antarctica,Antarctica,2.16,1-10g,L6,Found,-72.78278,75.29889
Grove Mountains 052363,21st Century,2006.0,L6,Antarctica,Antarctica,1.31,1-10g,L6,Found,-72.78278,75.29889
Grove Mountains 052370,21st Century,2006.0,H5,Antarctica,Antarctica,0.95,<1g,H5,Found,-72.9775,75.263056
Grove Mountains 052372,21st Century,2006.0,L6,Antarctica,Antarctica,76.64,10-100g,L6,Found,-72.78194,75.3147
Grove Mountains 052373,21st Century,2006.0,L6,Antarctica,Antarctica,77.06999999999998,10-100g,L6,Found,-72.78194,75.31472
Grove Mountains 052374,21st Century,2006.0,L6,Antarctica,Antarctica,45.5,10-100g,L6,Found,-72.78194,75.31472
Grove Mountains 052376,21st Century,2006.0,L5,Antarctica,Antarctica,28.07,10-100g,L5,Found,-72.781944,75.314722
Grove Mountains 052377,21st Century,2006.0,L5,Antarctica,Antarctica,44.81,10-100g,L5,Found,-72.78194,75.31472
Grove Mountains 052379,21st Century,2006.0,L6,Antarctica,Antarctica,8.76,1-10g,L6,Found,-72.78194,75.31472
Grove Mountains 052382,21st Century,2006.0,Ureilite,Antarctica,Antarctica,1.86,1-10g,ACHONDRITE,Found,-72.7875,75.27722
Grove Mountains 052383,21st Century,2006.0,H6,Antarctica,Antarctica,2.88,1-10g,H6,Found,-72.7875,75.277222
Grove Mountains 052387,21st Century,2006.0,H5,Antarctica,Antarctica,1.76,1-10g,H5,Found,-72.78694,75.27278
Grove Mountains 052389,21st Century,2006.0,H5,Antarctica,Antarctica,1.39,1-10g,H5,Found,-72.78694,75.27278
Grove Mountains 052390,21st Century,2006.0,H4,Antarctica,Antarctica,1.3,1-10g,H4,Found,-72.786944,75.272778
Grove Mountains 052392,21st Century,2006.0,H6,Antarctica,Antarctica,3.48,1-10g,H6,Found,-72.78389,75.2725
Grove Mountains 052398,21st Century,2006.0,L6,Antarctica,Antarctica,4.04,1-10g,L6,Found,-72.7839,75.2718
Grove Mountains 052399,21st Century,2006.0,L6,Antarctica,Antarctica,2.77,1-10g,L6,Found,-72.78389,75.27167
Grove Mountains 052403,21st Century,2006.0,H4,Antarctica,Antarctica,1.76,1-10g,H4,Found,-72.78389,75.27167
Grove Mountains 052405,21st Century,2006.0,L5,Antarctica,Antarctica,1.54,1-10g,L5,Found,-72.78389,75.27167
Grove Mountains 052406,21st Century,2006.0,L6,Antarctica,Antarctica,1.16,1-10g,L6,Found,-72.78389,75.27167
Grove Mountains 052408,21st Century,2006.0,Ureilite,Antarctica,Antarctica,0.77,<1g,ACHONDRITE,Found,-72.783889,75.271667
Grove Mountains 052409,21st Century,2006.0,L6,Antarctica,Antarctica,0.82,<1g,L6,Found,-72.976389,75.263889
Grove Mountains 052413,21st Century,2006.0,L6,Antarctica,Antarctica,30.15,10-100g,L6,Found,-72.77611,75.33194
Grove Mountains 052415,21st Century,2006.0,L6,Antarctica,Antarctica,12.12,10-100g,L6,Found,-72.779167,75.331389
Grove Mountains 052416,21st Century,2006.0,L6,Antarctica,Antarctica,9.48,1-10g,L6,Found,-72.778889,75.330556
Grove Mountains 052417,21st Century,2006.0,L6,Antarctica,Antarctica,14.55,10-100g,L6,Found,-72.77833,75.33028
